id,Predicted
135594,433233.59389297385
170933,726456.5095374716
62586,406563.44560638024
145868,390370.1417645231
15155,172550.49084163312
61290,325164.8807102293
184569,558646.6010760791
169996,407412.0959203408
7026,402334.1631830629
128356,409077.8497666792
134501,495448.58515621355
163406,583169.5082417533
56796,405163.29878189665
174870,688440.3946066049
142554,536471.7839375889
59547,288664.46738311637
143113,427539.72328836145
154091,456042.6498292043
61191,540144.5090401971
135899,433736.5928567361
172405,600391.891700433
184121,551352.1627458434
1063,399823.67309301585
6348,318245.3601159592
79995,577762.0011032707
50573,342491.0368236278
79894,455895.63256603264
113553,385612.8343688481
31931,367131.203117732
86645,364722.324289063
123780,351739.9257357265
142940,528935.034172972
138987,556068.9637333206
41502,265761.8821229881
100104,598108.4591452414
83570,454407.37811830605
181648,622887.0702237412
68406,428853.22078311787
114567,335154.7260383989
5470,408630.51020273275
176926,727722.717048713
173013,429040.8643579703
110219,409638.95658930356
52178,260055.1469475353
120569,495529.8587217815
132710,476483.76440435136
10478,395769.6293079773
100309,867690.48332279
76446,345163.7914505799
140674,460299.25522648846
122786,520454.6079855608
66214,452201.56046115764
120240,319811.63569108257
113802,350355.31384522555
169747,513729.4730536279
45819,400203.23399460496
36170,304385.81233025226
84049,480243.2871511411
104675,321008.9408948992
66165,701519.1965994672
92499,377292.34139737487
107783,527949.8538916911
148441,479771.8020941505
12344,258772.5299374216
93256,545713.4726905188
48139,451448.70038618514
101908,372352.403394222
134084,452368.47858953243
17216,271698.86669842724
185201,615280.8210777513
185016,604285.5165135352
25318,318955.19798970845
65253,333540.7478368695
57696,266501.7168053506
30939,348069.7208404711
128338,413532.3492287161
104156,454585.065491298
41455,350314.2167833467
126390,378327.4128760376
165803,495008.4002584343
108253,358566.68708474195
15221,167636.85171564284
129322,323202.5894808334
86142,646730.2695918102
150957,488740.8984374777
97028,408872.9959647836
3219,305848.9544432685
172533,484521.8964434712
147313,441402.8679017571
168865,435773.6748347284
138278,491687.1400987093
82280,300773.37745396333
4380,347303.1271331999
4327,554110.0566463062
109861,401795.81317600043
45273,465209.6051752487
102888,775957.1182524597
77664,465271.49002162175
58355,336540.91611234157
91308,233675.99229072419
169692,478703.65774748183
154931,533109.2602862214
123897,502277.8100161819
43550,430934.40514187556
94084,383078.3583735643
63629,314900.2996761929
163153,437133.70021044125
165076,605460.7148102834
55701,335027.8002916759
19310,363537.60437050293
18205,357825.6838886099
59608,486365.54479083244
60785,503425.3033688463
51513,364623.93955863616
145397,438875.80160508177
101693,389515.6224976135
164688,486929.1839821692
82863,327081.8348233778
1754,284431.27324677096
5376,446466.31391918816
130074,471741.09788368
102843,705536.981917023
29760,355392.0661512524
130642,389051.71694630105
31347,438943.205183549
24205,282238.16813598014
165100,447011.0112716365
81514,473783.0869599704
116369,576516.1925553378
84639,381305.47714665974
97982,468270.1412937364
91083,737738.4985782763
149132,565253.4751579823
41826,406669.0737735522
52033,211283.38361237722
21665,293067.6617838675
62257,255852.41665415574
10102,371251.1912654846
23904,317513.1607301306
179693,847554.1189384012
144227,695625.2404395622
120211,338989.86405613157
173440,412517.7852750912
46749,358138.3196923542
96942,560397.9614047991
183177,462877.26922167116
35398,344037.86418598174
30263,312075.83097775513
48194,350188.4994941131
129424,498501.76612766774
110123,412961.9840516898
60370,518459.53717470303
33837,403749.81611148297
108049,483352.908857158
78656,457099.20066366845
7172,288633.86670351465
66304,398439.9914202352
78058,396355.47954290267
176324,649908.8349753361
165880,526234.0314092137
93902,332544.7465744285
116039,356373.8153824589
151166,489840.1468871468
40210,294593.53219698346
98367,323943.2590782714
160925,510533.37622002116
104371,525100.6815937887
78415,713345.1419365748
83660,511416.25846299453
121434,510833.4827866595
78336,632497.3531394848
52510,419076.48568318435
64261,397159.00057895493
97749,490199.0715070537
172084,470490.0680711412
52569,292862.72940708324
57400,434639.0748123361
169875,530577.7773911795
58398,423111.88896199095
183622,627512.8720351075
48753,555539.7654986115
130190,619580.6550827991
108466,332359.39246548247
157786,542091.3932648847
95190,367993.50799300324
87452,468970.4598417278
142203,528553.2878777992
130773,625483.1227579628
168853,446413.28737764404
64684,375078.2327566529
57446,311226.27953929146
153747,421136.78050268465
159666,446948.2367780658
71555,408807.3312811168
134319,844622.4763373453
93943,434101.95222119126
109872,565525.676334024
177223,633223.3225433789
93784,541435.422803099
6380,296355.1702491845
132297,406644.9922407792
125110,504305.8519560087
36843,378381.68845895847
121955,389930.4889175188
82973,532937.7593401227
103986,371008.5585604924
97824,411588.0773564381
64151,432424.91933723836
165946,442924.447442068
159307,420031.57205337076
131434,384781.79664271924
8556,484196.3472431052
37868,369581.85909793613
14032,307640.9829392439
21341,375364.49049672845
135288,577478.326830042
50116,315610.22166339995
97940,462008.3515923329
162134,469620.536328498
166998,492816.364980465
137392,504095.07408903714
1460,359510.6434195782
171905,746911.95460614
175067,562565.8351697839
172514,558740.4640402023
17738,311030.78445810947
67047,352559.92935150967
124014,540903.2028554151
185762,669328.8650457603
1311,262817.3108541651
119140,604239.8931780589
142546,518167.1851726443
114400,278798.6624742218
22406,507697.69298180373
92766,587669.4103005797
60485,405258.14322760183
91648,467373.411368412
132526,827059.7476313303
25180,406073.79343877325
48904,257204.51274369354
146550,454002.0734168636
19407,557154.7813595433
47699,266653.4024283902
2620,284923.22752963274
174106,574358.2067271196
112846,483297.25949290715
83926,456695.94824674184
64285,395238.4803572161
5733,357998.7313256948
87638,532126.4802291619
53604,291170.4408784633
53244,437040.9710715153
82872,354438.73663345154
66096,513684.689360032
173642,398924.27223310707
145405,393625.39229576546
90156,565835.6057968729
180075,637377.2752379663
5153,304084.86920882744
134959,550269.9860895651
64342,424231.421692759
51154,440320.2771149946
40845,271576.94810333155
170881,812284.578030655
106257,703930.5677899071
114464,247229.9581811312
97370,427418.3395747525
172227,515331.44723955705
151941,499462.5340731947
107035,471970.34920923476
135274,430778.3583911768
169795,539716.3396733576
83718,447682.07746902894
42632,264345.4075130016
68198,387620.87597874465
112707,439204.30018332216
36740,372911.50478931004
42954,304813.5375541521
5921,326081.023771283
40850,259270.13247193533
44668,305432.93576543673
21263,331512.85883496725
162241,605969.596644667
81902,450773.7776532193
169151,624828.6212111488
154334,461661.8189272321
59218,398965.0949887568
37714,410335.84882462886
106222,474899.4975026372
139069,482782.98372837045
4425,472033.63594869676
140007,429857.1084572881
90024,400580.3761719793
153101,440445.00142734207
37538,281279.6710731182
32399,342492.1290447484
38946,290075.76777976775
151272,462415.7298725402
95430,560858.0155064113
101750,591764.8339827623
16356,295763.877738892
131496,478423.8514819856
167864,470407.7007843304
17832,314818.4320144929
106738,427072.184014626
33431,305136.9017346625
164505,544137.177545744
47565,430811.7987402379
99660,556654.7074978012
20200,304163.10301226494
28507,450225.57691221277
43495,414789.3931682748
23794,390460.6573599917
40297,330724.9406916423
53944,584304.6350529364
11040,748098.1412412096
106585,427348.7423793649
70050,690165.6408928758
75026,473157.73982245725
142562,523538.88838073215
113332,458266.0564284421
104548,679058.2333618335
159065,491134.7299114406
157589,508332.6257499533
26850,309376.0470102896
83917,369969.8923165591
124331,392863.8648146302
58018,214961.5794605871
163913,645909.9563024554
109105,416418.61503954156
97862,442895.00014787004
16478,293656.6303968407
35187,307428.94392931473
25446,386492.9429751064
47828,325385.1965354016
123220,450670.00352656766
16366,304813.05489726225
144449,395344.3302153118
39920,271447.66738299734
160888,455137.6216467446
47978,304876.3286794504
14331,349697.54731524864
60334,306804.04515755747
49737,251403.3630702133
98533,249820.2919345921
38375,292772.39130564814
176978,744986.5998590954
60474,453696.7321234523
163806,533973.8572806007
4654,381938.22628410236
130912,407104.83250050613
115098,466584.54982259555
56214,297553.12371194444
63720,316047.9956836032
143496,599277.4829456625
33941,373355.1413388419
66720,312114.6932240978
29518,168220.1739778276
68026,570409.3087393666
161546,551303.8505246076
118804,344231.1219540361
126852,435590.18188671593
102392,390131.30164174776
49738,240505.8722632352
49424,382070.58132993197
18184,323975.48912881885
5408,458356.7523711953
157571,484939.1800213531
111705,609375.7437637525
179891,646392.7567396292
76587,274334.0672904901
2629,300526.867372833
119008,364038.0211761813
128414,309129.6865515135
162481,419144.8149105648
39075,391791.28963158943
113444,548604.2741028419
58984,581567.3635076258
134087,458586.0267356617
27723,262342.5124049816
61426,773117.420483259
26496,274396.72053402505
8183,426208.33304502384
96508,425386.8628437491
56072,365904.7871758538
77192,409961.27374133875
84054,527279.8991645145
55624,378940.98269225226
163711,419407.5209839761
29219,454636.93947794277
81813,457775.38546599535
181000,668868.7615303332
143894,454774.9156085733
141800,517955.77785046503
30009,306166.33290296025
45917,270316.1460953501
14425,364944.3403823101
23268,286850.5873555974
1284,225442.63269722514
69986,774798.2480562588
134779,412323.1920321749
78114,402470.94687332556
128833,405065.48539206997
129335,453879.478912626
56632,360736.36215235305
46967,287538.222231455
146611,363323.81793816824
37748,346688.10426948953
156600,455608.9884477247
105167,342662.2803973886
35572,286649.3805452911
154900,577452.7776385411
68778,402219.7245618296
40761,648407.6776445903
76922,396539.76814467425
57737,264435.706835154
63946,432182.92447651475
111235,373741.6237329214
114882,530394.5171639329
12676,242826.39753279436
138376,452548.4234456418
90637,414386.90139401733
184522,585942.6777393364
92974,328517.08507721947
8857,290705.271528356
27895,302867.5059806893
156181,581688.0869909236
41834,539566.9921494105
157391,596071.1840957431
143702,398102.8989402294
185912,961032.2202657626
11229,292804.0365579245
41300,328779.3459455441
72247,369154.93144755077
83180,505440.59743751184
148335,481572.9634622204
7890,412765.72944693937
135138,473635.0854926872
27131,293862.8627106672
166558,633290.9176073993
131032,430617.27033955185
74357,419537.158806512
156049,344343.08897618623
69414,794796.5932737591
97276,383760.157366078
82842,357701.28586509696
148527,483930.52884924755
144752,495288.4015840206
18175,325656.1661496218
11905,282384.2337343043
171029,496412.56242248585
59320,475805.3216718209
84110,367271.34049568826
78965,920955.0419303591
85951,560042.4812614399
163141,476121.332534395
109999,448418.4807263503
147801,406583.4105092752
139213,426871.26710435335
126460,620271.2300438322
28015,390960.3317413264
181431,595944.0582289635
52696,703292.9967419136
50605,305302.31306398485
165242,511705.7438459141
48813,270322.9438066833
110483,602508.3558055009
89306,338562.73285577213
133442,385370.4588377712
65829,427945.16416406137
87579,367485.7462538379
91465,485189.6620317042
73701,491122.1165762829
15530,372481.9356098611
18230,455712.3405166751
97193,515008.2981042493
166625,579487.0091897874
33195,457858.58456814545
136148,561866.4366974737
165033,608547.7995391896
21315,351019.6010107065
91814,287011.5999684065
16891,464734.8677004575
107918,709124.1289409127
79471,431118.2665252507
21862,496136.613355825
67991,452693.5247057447
165486,505653.96488264704
63600,408721.5603743701
110049,337403.2356562597
112307,361109.95673878555
10157,356175.8701310805
74635,466690.060292938
25784,504995.0097431737
107059,463492.880034567
30356,405446.7712707047
87516,631696.4761219552
10936,602434.9643207167
88543,533409.1143814725
139877,429542.65155426104
42424,456168.92390488187
52670,492775.6309316794
166867,458846.84682504437
101107,478387.3787422249
76199,515223.9027271238
80888,328235.9225287109
9911,306818.3400368546
156640,425463.92031828803
102356,515242.8279521627
48860,373904.56179938716
102849,744516.9843770344
138105,472804.1925058406
117983,421436.51311800064
93922,368456.93730324984
46238,446263.1758375822
59022,658533.8236733468
106646,441240.3720177516
120040,512836.5249344076
126172,367972.5177738585
168000,634059.2050070995
80749,460283.6925470507
131491,507517.5563823408
112112,533270.9217186453
47501,329155.80378634424
13728,307171.5739452328
101768,326588.30918136716
6316,303007.84773608355
126098,883053.2774685333
165,354899.7251425978
19524,471202.2408993626
150677,438198.0254049892
59379,413069.7332461339
74454,325470.97913238883
175450,648351.3479469896
89244,724929.6067084573
116506,401960.76739227155
147339,465418.3612596718
74001,683504.8053331418
90922,401011.45359169226
1820,481708.93286868907
110186,286513.0788755885
62682,387606.4724121764
89581,494548.5772689206
137848,474540.4503552296
161798,436148.2176041703
170742,502951.4851811445
82918,440638.93027671427
37679,344398.69966897496
154926,448047.4360626179
149598,287087.6854257219
44725,297923.3419249565
90766,529136.4359643282
148899,428202.7957220892
126592,367863.0346667682
157908,407373.89879711025
113713,416834.2808290622
148870,652955.5249711103
165510,478259.8613213474
101470,371683.9276970027
51743,340216.7845217112
27173,190010.84568732564
27812,333358.7031073697
95488,334953.50159488217
173154,655002.5779436444
121352,406175.41184898117
143803,441055.87735166884
63373,325555.1036629133
1386,344460.45519690483
163514,486008.05930848944
35643,298184.2863778271
120579,550200.8486999413
128369,433782.40606904216
141816,448305.7533844562
161838,525852.9026105729
71069,438816.4775888369
77131,457836.61095748737
17667,366631.92014624
52148,411879.8570379532
72854,574498.1611664055
102035,474613.6340585174
111359,409961.29123231367
17719,360248.3028347804
123306,322083.51936857845
161864,718699.5503217082
180849,582963.0232230882
160993,465610.879784795
162321,343691.3616555451
46481,297419.26616711385
79814,390268.42033356056
137789,594265.8511827496
54212,289105.6434203945
33512,325799.9728091543
57246,743784.2766101805
183567,590195.344714979
126709,424481.68127210764
38938,305248.25925303146
31497,414894.0431930573
43094,353448.27903631266
40278,316692.5657652265
174057,647269.3060656971
88538,536988.6218192634
78488,674959.8763992498
170729,626150.1376501791
173992,562486.4072885432
60975,321926.2443776886
54718,240744.95160567167
178130,641818.8631835436
133730,389934.7668063502
70033,724553.4358201812
43395,563029.4377051817
142569,456619.4216790835
25880,251028.34415125113
139537,401094.7893597213
3465,366783.4435757378
40735,530330.2865377492
162957,492055.93187522434
83356,513970.2878189988
32897,303682.639157174
49245,325353.1060742974
60337,305625.99233951466
139769,615139.7303374504
52326,338753.6019086133
162813,780696.4550508829
180789,505785.6132064394
49386,400794.4691012859
33541,346617.2917320007
159352,501829.47005656676
42027,496538.8597119353
155370,426000.0444824671
143725,495591.4607716621
131769,434442.2917546861
139885,440852.61153392476
93808,476895.36200276646
10639,293702.1473428485
168611,590434.2180638745
167653,716720.3423905054
123170,338712.33877575846
139150,291080.78172302403
62622,488465.8086569673
168689,944107.480860014
18566,291305.20630512235
67121,272921.6788689882
119193,432634.1000634389
75320,514510.25148967054
185227,779029.4495309626
59316,473326.09722829994
42962,297033.60566479614
51540,248853.78000975124
37927,355022.01930501976
85155,300882.1810676473
148730,433052.1022842621
182768,582536.0913438249
21816,337421.62154585205
119821,457522.89166509773
53803,389947.9483227315
75672,472169.6020106567
164062,551538.0205026661
9801,728454.4287579777
90516,530694.4187392793
126543,351303.55949351785
20563,220286.33460648332
173167,476693.86854020937
165546,721253.0650361899
140696,429946.4538036348
60885,427172.66925411427
71010,346985.62820922234
65245,415476.33659261133
7762,286418.08451116504
162332,446066.7166369639
132065,474476.70319992094
163315,548852.0722360851
94896,378910.82838993357
13990,444310.9039803443
86695,437038.93538094487
136032,779916.2529348702
181973,493785.10673951666
70720,1012668.7964809388
176320,668956.0346166079
123988,718964.4725020346
75446,484980.8290859258
165520,459341.2386497368
95499,417155.479620009
73362,409327.0377613462
115013,330582.01695581217
170250,561650.9104251392
117752,531545.6432463959
120534,591489.4947087787
43110,349128.6967185825
173316,568789.1443470931
163348,771960.6585664543
167196,534220.4237768869
8539,558828.812827021
57416,465186.06051560555
147688,419419.9973738234
48843,293439.80585921876
123483,444474.38047676627
91781,369423.22356454097
57502,212296.38247889356
41380,439325.87951313116
71368,431031.2858660568
90332,435474.9615727642
56200,417886.3380749254
59273,504924.3513416312
59528,806184.0225860523
142978,470491.2361645816
62463,421005.8025683713
151089,329797.07181662903
159388,431014.81121939444
15000,334553.8662227508
124030,391695.634933417
146762,389017.8403908085
32542,269159.6509528825
44504,379814.68564812414
154438,532381.7322106535
92711,400679.74189872295
26861,389849.58996248076
154130,525923.3790792391
108177,503627.6514651321
85561,334677.62943802774
29523,224948.08120816638
162190,606449.8731355022
137744,419024.04086180765
141614,413984.839171576
154095,511220.93546444876
177433,657944.6672876865
16212,294652.87999704486
138324,489553.850588843
179772,682239.1070973452
80229,516579.8495795233
146601,515925.69573173614
90354,436785.6689896389
16620,311897.0690825636
144520,452171.6156079763
43671,304223.6352983201
151379,428785.6107005786
43516,321790.3966359413
114780,413310.2664916929
48679,449076.409744974
23310,308568.0903214575
82078,860789.9253127264
161637,473864.3581315352
97266,388548.18409995874
25975,369856.84587759775
183280,693235.5875099285
143522,411591.0413001466
82873,372362.43580041
111022,411564.27918112953
170004,437440.48142854526
149233,431013.3620664491
11335,259989.859772159
178323,650385.8609357342
117545,451335.98235589685
104197,455195.9561112803
114280,456622.39681347605
30527,299764.86875559913
42651,363320.5468027013
123646,425830.51520188444
72689,448131.5127709622
78646,446956.0187210731
50032,461001.85176362126
167436,613132.1676281895
25911,245534.76437660411
140037,412447.4637957707
117935,520659.23639293684
122922,375951.730517003
28738,355079.76744211453
129413,436781.7097684275
65411,466397.68504699646
20519,244978.48361015675
148799,526407.3658683934
96848,362186.24917781976
167854,466197.5649151155
90027,441376.49020779226
124583,390066.3911777942
123841,413933.1568790296
143815,516102.3861176598
100928,344150.3836600811
64554,451508.0057312953
27802,286273.8882767594
55996,289547.000601379
168480,457822.92419725884
18511,332214.35090856237
7174,297545.53662038967
107447,383226.4163885973
109945,398218.11730353354
109304,558439.0526498294
33225,214391.7097628845
31504,316479.27994588576
85162,298771.5741572252
164868,466464.6994388713
102092,426282.0406971138
5618,329092.24437589647
45425,363474.491134435
127376,438437.9454495027
156938,454858.5854121941
127635,472411.8266664874
111774,647677.1919000936
141311,703829.0765489503
68733,390382.62641121587
171431,726616.5609250809
57288,275248.9502213092
147560,563553.699459408
83283,509003.666861566
180470,532406.0752254298
85424,451418.15855443006
30049,310256.9005733352
138841,516958.85191514605
138637,391111.4804337245
178178,819683.2370595864
69976,733004.2612046173
139744,534291.1815405558
58256,197587.93955077042
104665,460579.9282925473
169191,534484.5946372737
55984,446070.73794230324
40354,388477.7529443836
59813,243091.74276734877
142178,351443.93928909046
104367,479529.6227645398
135075,399012.0644827589
16278,309173.5387327514
49191,452592.5572484943
95010,415370.78990731336
179668,564426.6226270567
111338,360635.670470403
76006,394359.807974635
106534,449979.7049078003
78933,769776.4044664572
76196,584876.1125483729
110996,445914.87591405975
145016,528970.8811733945
133526,481436.23099465924
67069,629057.2591141592
77499,317786.67328113585
51668,613355.1318342756
64752,467988.36372430925
148430,460105.9330742823
63329,329526.9625928124
173406,481127.43830507516
79182,387375.54266703024
139963,445774.7739995621
119727,338475.648939742
14184,317913.3315309844
63325,673375.8919024989
69906,747860.258285181
150715,362494.1931988241
10423,365007.2003361525
13226,321434.84073779004
166355,502647.63899165107
162216,488037.7123209536
43071,351981.1649654953
103161,497321.89837006375
168506,556359.8903329221
30707,440062.6262964548
54877,452008.6590447939
77637,343521.07164666115
54304,315211.99308655807
71775,533159.5284578417
116543,331800.0122906664
18877,382123.5912905404
98865,434900.1392117647
169535,507974.95155691326
155674,349739.4254288286
46410,371337.69638778357
25354,359005.429322086
149242,361714.6828708754
156019,561063.0370545932
2372,286400.6843940085
167793,490800.26456037164
13539,382756.5249574166
96889,588786.0394614347
12180,220428.73492137247
30975,459884.8141881977
142091,756904.8960397263
141417,549381.8963150869
88385,400026.26535543374
118140,469228.97320663097
130703,433848.5422492177
78738,447777.9526302978
31269,313420.1545731742
109042,454683.6996671652
48367,395319.2196783066
169027,465121.0115480563
94564,394597.06809963536
69161,543904.6108498777
109455,586818.826944887
102048,473554.21520625235
142061,629976.3223469428
80360,349278.1874715594
108330,419176.08351843595
45894,264006.27223412914
184619,798159.747267501
44807,338738.7082471447
86934,370829.10171085875
99343,397824.00661697006
168916,530392.4086599078
89276,675840.5159357147
51815,326785.6403510269
125813,401093.10873593646
107171,374736.28264591284
154642,434187.78561805584
10072,359325.45827325183
68097,343598.0617920209
160821,497183.96925427264
19655,303707.42467326194
142752,465222.0078524265
36940,300163.0772652839
111126,399344.5649976212
596,269984.7911710453
71019,362589.1674525939
4479,258198.38821632785
55848,481191.38814125035
85188,487544.56900457153
125357,385524.1995613034
14647,266936.45926357026
162730,511548.3928735091
150653,454060.0559005832
120056,389085.7418091198
169156,648643.5178615535
67935,648830.5149842188
174388,587985.9280413641
182913,601104.1450209231
54148,284697.65074104455
131866,555726.2790889132
149984,481651.3193927079
159985,495526.7423771655
95496,415423.233215284
112843,374640.73158514185
49524,373214.5551348354
27369,218246.75591022856
30825,429794.1664759871
169753,729486.8015851534
92534,363995.17649316747
129225,421601.84281149134
13062,255105.13713775377
130722,555293.327693168
134157,405072.6952279929
165859,512256.884904463
66301,455936.4313904441
83618,466014.7694800551
107691,472860.2459759627
105232,418564.416419221
48298,547988.7778660505
40648,319926.5210962177
71976,457146.34604092385
72896,666251.1609470196
74551,406431.61069533083
44973,320157.37426608487
29347,344454.66407032945
141919,503523.2734074389
106300,369583.76438287576
131980,472903.6468126113
133141,430711.5566413236
3973,332982.08742307837
40519,316448.3907969857
180446,588044.1469529583
175025,535737.4606648034
75064,386092.5288632229
18793,354950.2023829888
149491,447796.9147990864
154754,517251.51741203724
132371,402916.8888979332
134999,486602.16617149266
165322,544658.5585519735
108805,507905.85744024446
140691,455774.96665635356
156367,511786.09135243937
85858,677063.9075227287
152700,457779.81560204644
185104,574738.6531153969
70218,431250.0412927937
10393,351506.1555996686
165123,539666.0217825958
55106,416324.9829839911
88369,387322.4970375751
41779,615529.2789351837
130816,359376.76825683913
31211,317365.2060231226
166757,699767.1065054855
108437,389507.6906202851
185814,747569.2934093813
73304,416113.04850378196
148656,490645.9285786636
84559,333637.5215742651
151222,433954.0520630056
2069,143911.59769043978
182640,718474.7623735662
157520,493945.6239882559
153201,515133.1308659282
51319,428002.3640432432
167197,548642.6607597035
56328,710914.0892289513
7586,309193.23534406605
4962,547491.782115038
17286,253590.93876313194
17996,325897.2822931983
136652,453568.9744906662
107533,372855.29128419235
35676,272916.9935159602
63528,393697.60991852527
88024,386356.00967356656
92245,467683.97962947784
121431,458413.09478151484
117675,412704.75672500284
134315,640409.0023067966
80382,350498.74288414844
5676,350803.35197186586
85834,409004.99713468354
7544,309682.5023323513
76545,377688.81620557787
182269,698330.6671454188
115301,350563.8524251034
184499,675895.1728841129
89274,791611.7891119729
96978,482657.7495874898
22476,339360.3331008124
43684,339622.505871999
103852,556292.14320033
6660,295377.5290700324
149136,545302.7017850247
55623,371602.8752210225
154963,434000.2573386085
118607,398184.20326852426
66046,437369.40069665655
50815,390059.5323133963
88378,465466.94487855263
47559,391225.3871365508
96116,412513.89686492225
31651,295850.2443217852
141186,573975.634968501
142321,739385.9158581338
47123,265734.27391218254
176333,579795.6346034829
3011,321689.3074602699
68006,586146.1538231116
183387,501598.50190815533
36465,312513.2889223347
39670,301165.82713396306
173044,484321.767246139
7197,275238.91711448075
35841,302561.13310572196
185880,693562.8994261245
64929,773017.45123362
99553,530267.7043034803
59246,257781.83182494622
122401,349505.0619745232
5750,331069.3899320429
54602,295505.6486687075
57503,239069.4390463109
139988,468491.12879821815
61441,747922.5627160366
3816,368194.7723539551
157223,503126.95266190154
45836,374210.2661147178
155755,440137.0148119077
1314,248356.54517980543
172283,600477.2647788478
183939,686089.7884112466
102449,451201.2310781172
130038,379292.8526626772
69337,810921.4004541413
59437,321878.1586417131
100231,446340.96919212415
184320,592408.1614357212
121624,453008.6580105404
175778,488839.9506845664
49838,263418.2683601535
112596,370603.84038634715
92825,683955.3014109011
3175,554436.0854593982
20599,227668.50466436904
90059,481739.9024768025
8718,253074.05000453058
56904,685005.5214553905
140415,439599.8989277357
45486,359120.1205768867
72264,405773.8254777764
102129,426067.26294022094
5083,423698.4003787734
23403,396631.8861642436
57581,715812.40804603
165475,484359.08875061676
88985,486441.3235248156
30967,450965.2983227538
19270,428949.9761817238
39924,268106.89399629296
52520,537071.4918083617
151658,375588.2623480095
145774,574791.8961689319
52004,349905.1598272165
109232,368510.1136944303
32071,237934.4941030481
421,236888.5705324881
150070,478221.9241747348
157555,457284.33890540095
141514,339654.85015376576
137558,562724.5991470139
155571,442307.04717481404
162016,549531.3024715335
47743,323191.0521601663
42863,339875.2319682287
60316,377220.39846569207
119376,521930.94790313765
96534,446199.4581148353
97787,511226.06740316073
46854,205321.4524578005
131197,372224.21234381146
45750,342174.15673128364
75580,561034.169477269
122938,479598.7584984442
24952,297234.42112509976
8713,251771.16022999983
29044,317861.90129444527
33794,412002.9864815625
155354,542963.8038079476
174630,621882.0764118191
357,243079.56902508362
52446,408809.82516784506
173530,509840.49553294317
9167,292388.483635865
2712,264059.1016903577
34228,394114.21605815826
14795,300787.58852423425
101108,506648.27607688855
182805,573930.4729009753
101314,463940.84288049035
71207,334582.3276634375
24463,304701.99534634314
161441,448827.86965152645
62066,314907.37434921216
140608,433825.1476448593
9901,282353.3218849269
167009,496539.2636383205
70131,310724.79481049965
111696,606191.2783410064
69883,828390.4805931814
68434,412312.08462150407
10786,301006.9237516022
104011,527849.6355828238
108425,383061.7578437496
120804,402264.220041126
26582,352752.4835568768
20975,409915.54792313994
134633,478812.47078879253
97941,457381.05233013525
107642,428747.6543544409
161902,473427.3336541905
100312,859757.2046102608
95448,404975.8559914542
21815,324027.2047753192
149382,658142.3300581757
74108,785594.0497051046
123994,689228.9004127057
146443,509954.8435100444
108700,372014.85571107425
22001,444931.99541514507
74783,381561.4165946852
119865,394581.11960759957
141913,418836.2655429187
74995,458673.3590422188
135235,309108.5157411896
48589,337990.67969220906
914,279388.61524815403
119943,394091.50669985614
99440,325738.19884327415
144341,622248.4578801917
97930,532344.2851019424
90951,400325.9406570311
131041,404498.17929056904
84731,466100.07711505436
135546,731423.5477598121
127448,469280.4224466745
61300,302753.5659637012
63131,400057.8554105089
25238,339461.3249095575
180340,544812.1724806956
99506,326549.27340227406
183854,660124.3367890769
94910,453750.5351136399
44500,295435.41512141575
63085,396102.4513530943
164640,676569.0547145442
16313,354697.6856778651
132985,422193.55810184585
101842,345387.5290207618
5938,474620.42194432166
